SAMPLE NAME	HGNC ID	GENE NAME	PROCESS	LOG2FOLD	P-VALUE
sample2_user	PARS2	prolyl-tRNA synthetase 2, mitochondrial	Translation	0.468	0.018	0 mutation(s)
sample2_user	PDE12	phosphodiesterase 12	Translation	0.345	0.010	0 mutation(s)
sample2_user	PIN4	peptidylprolyl cis/trans isomerase, NIMA-interacting 4	Translation	-0.007	0.978	0 mutation(s)
sample2_user	PNPT1	polyribonucleotide nucleotidyltransferase 1	Translation	-0.109	0.527	0 mutation(s)
sample2_user	PPA2	pyrophosphatase (inorganic) 2	Translation	-0.338	0.038	0 mutation(s)
sample2_user	PRORP	protein only RNase P catalytic subunit	Translation	0.145	0.238	0 mutation(s)
sample2_user	PSTK	phosphoseryl-tRNA kinase	Translation	-0.242	0.211	0 mutation(s)
sample2_user	PTCD1	pentatricopeptide repeat domain 1	Translation	0.029	0.843	0 mutation(s)
sample2_user	PTRH2	peptidyl-tRNA hydrolase 2	Translation	0.148	0.197	0 mutation(s)
sample2_user	PUS1	pseudouridine synthase 1	Translation	0.025	0.868	0 mutation(s)
sample2_user	PUSL1	pseudouridine synthase like 1	Translation	0.278	0.115	0 mutation(s)
sample2_user	QRSL1	glutaminyl-tRNA amidotransferase subunit QRSL1	Translation	0.065	0.595	0 mutation(s)
sample2_user	QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1	Translation	0.126	0.443	0 mutation(s)
sample2_user	RARS2	arginyl-tRNA synthetase 2, mitochondrial	Translation	-0.577	0.009	0 mutation(s)
sample2_user	RBFA	ribosome binding factor A	Translation	0.015	0.904	0 mutation(s)
sample2_user	REXO2	RNA exonuclease 2	Translation	-0.033	0.807	0 mutation(s)
sample2_user	RIDA	reactive intermediate imine deaminase A homolog	Translation	0.239	0.344	0 mutation(s)
sample2_user	RMND1	required for meiotic nuclear division 1 homolog	Translation	-0.007	0.970	0 mutation(s)
sample2_user	RNASEL	ribonuclease L	Translation	0.783	0.042	0 mutation(s)
sample2_user	RPS19	ribosomal protein S19	Translation	0.313	0.026	0 mutation(s)
sample2_user	RPUSD3	RNA pseudouridine synthase D3	Translation	0.091	0.655	0 mutation(s)
sample2_user	RPUSD4	RNA pseudouridine synthase D4	Translation	0.429	0.006	0 mutation(s)
sample2_user	SARS2	seryl-tRNA synthetase 2, mitochondrial	Translation	0.084	0.621	0 mutation(s)
sample2_user	SBDS	SBDS ribosome maturation factor	Translation	0.024	0.805	0 mutation(s)
sample2_user	SLIRP	SRA stem-loop interacting RNA binding protein	Translation	-0.11	0.620	0 mutation(s)
sample2_user	TACO1	translational activator of cytochrome c oxidase I	Translation	0.057	0.676	0 mutation(s)
sample2_user	TARS2	threonyl-tRNA synthetase 2, mitochondrial	Translation	0.194	0.060	0 mutation(s)
sample2_user	TRIT1	tRNA isopentenyltransferase 1	Translation	0.298	0.059	0 mutation(s)
sample2_user	TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit	Translation	-0.224	0.174	0 mutation(s)
sample2_user	TRMT11	tRNA methyltransferase 11 homolog	Translation	0.232	0.296	0 mutation(s)
sample2_user	TRMT2B	tRNA methyltransferase 2 homolog B	Translation	0.215	0.397	0 mutation(s)
sample2_user	TRMT5	tRNA methyltransferase 5	Translation	0.159	0.173	0 mutation(s)
sample2_user	TRMT61B	tRNA methyltransferase 61B	Translation	0.234	0.084	0 mutation(s)
sample2_user	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	Translation	-0.207	0.216	0 mutation(s)
sample2_user	TRNT1	tRNA nucleotidyl transferase 1	Translation	0.215	0.243	0 mutation(s)
sample2_user	TSFM	Ts translation elongation factor, mitochondrial	Translation	0.152	0.196	0 mutation(s)
sample2_user	TUFM	Tu translation elongation factor, mitochondrial	Translation	0.1	0.183	0 mutation(s)
sample2_user	VARS2	valyl-tRNA synthetase 2, mitochondrial	Translation	0.06	0.727	0 mutation(s)
sample2_user	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial	Translation	0.071	0.575	0 mutation(s)
sample2_user	YARS2	tyrosyl-tRNA synthetase 2	Translation	-0.055	0.676	0 mutation(s)
sample1_user	AADAT	aminoadipate aminotransferase	Amino Acid Metabolism	-0.448405	0.394369
sample1_user	AASS	aminoadipate-semialdehyde synthase	Amino Acid Metabolism	-0.031947	0.869428
sample1_user	ABAT	4-aminobutyrate aminotransferase	Amino Acid Metabolism	0.232109	0.693703
sample1_user	ABHD10	abhydrolase domain containing 10	Amino Acid Metabolism	-0.1427	0.151554
sample1_user	ABHD11	abhydrolase domain containing 11	Amino Acid Metabolism	0.0000544792	0.999588
sample1_user	ABHD16A	abhydrolase domain containing 16A	Amino Acid Metabolism	-0.126609	0.237069
sample1_user	ACAT1	acetyl-CoA acetyltransferase 1	Amino Acid Metabolism	-0.225472	0.117015
sample1_user	ADO	2-aminoethanethiol dioxygenase	Amino Acid Metabolism	0.15246	0.274698
sample1_user	ALDH18A1	aldehyde dehydrogenase 18 family member A1	Amino Acid Metabolism	0.224326	0.054896
sample1_user	ALDH4A1	aldehyde dehydrogenase 4 family member A1	Amino Acid Metabolism	-0.210597	0.623081
sample1_user	ALDH5A1	aldehyde dehydrogenase 5 family member A1	Amino Acid Metabolism	0.330754	0.0743166
sample1_user	ALDH6A1	aldehyde dehydrogenase 6 family member A1	Amino Acid Metabolism	-0.0754633	0.58937
sample1_user	AMT	aminomethyltransferase	Amino Acid Metabolism	-0.169946	0.376707
sample1_user	ASS1	argininosuccinate synthase 1	Amino Acid Metabolism	-0.0211256	0.944559
sample1_user	AUH	AU RNA binding methylglutaconyl-CoA hydratase	Amino Acid Metabolism	0.239926	0.0347269
sample1_user	BCAT1	branched chain amino acid transaminase 1	Amino Acid Metabolism	0.813954	0.12561
sample1_user	BCAT2	branched chain amino acid transaminase 2	Amino Acid Metabolism	-0.056373	0.732565
sample1_user	BCKDHA	branched chain keto acid dehydrogenase E1, alpha polypeptide	Amino Acid Metabolism	0.112375	0.238799
sample1_user	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta	Amino Acid Metabolism	0.0293035	0.849731
sample1_user	BCKDK	branched chain ketoacid dehydrogenase kinase	Amino Acid Metabolism	0.0869156	0.287985
sample1_user	CKMT2	creatine kinase, mitochondrial 2	Amino Acid Metabolism	0.0475497	0.777012
sample1_user	DBT	dihydrolipoamide branched chain transacylase E2	Amino Acid Metabolism	-0.0632951	0.641915
sample1_user	DHTKD1	dehydrogenase E1 and transketolase domain containing 1	Amino Acid Metabolism	-0.0533228	0.809243
sample1_user	ETHE1	ETHE1 persulfide dioxygenase	Amino Acid Metabolism	0.0387808	0.782065
sample1_user	ETNPPL	ethanolamine-phosphate phospho-lyase	Amino Acid Metabolism	0.340979	0.263853
sample1_user	FAHD1	fumarylacetoacetate hydrolase domain containing 1	Amino Acid Metabolism	0.0578685	0.733596
sample1_user	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A	Amino Acid Metabolism	-0.0306511	0.798208
sample1_user	GATM	glycine amidinotransferase	Amino Acid Metabolism	0.330682	0.311331
sample1_user	GCSH	glycine cleavage system protein H	Amino Acid Metabolism	0.471237	0.00161707
sample1_user	GLDC	glycine decarboxylase	Amino Acid Metabolism	0.0651646	0.902967
sample1_user	GLS	glutaminase	Amino Acid Metabolism	0.0313178	0.780731
sample1_user	GLS2	glutaminase 2	Amino Acid Metabolism	0.0122558	0.932835
sample1_user	GLUL	glutamate-ammonia ligase	Amino Acid Metabolism	-0.650415	0.00291831
sample1_user	GOT2	glutamic-oxaloacetic transaminase 2	Amino Acid Metabolism	0.119444	0.178041
sample1_user	GPT2	glutamic--pyruvic transaminase 2	Amino Acid Metabolism	-0.0535368	0.695094
sample1_user	GSTZ1	glutathione S-transferase zeta 1	Amino Acid Metabolism	-0.407242	0.0388688
sample1_user	HIBADH	3-hydroxyisobutyrate dehydrogenase	Amino Acid Metabolism	-0.114743	0.255508
sample1_user	HIBCH	3-hydroxyisobutyryl-CoA hydrolase	Amino Acid Metabolism	-0.210464	0.169747
sample1_user	HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase	Amino Acid Metabolism	0.204735	0.0668941
sample1_user	IVD	isovaleryl-CoA dehydrogenase	Amino Acid Metabolism	-0.000563601	0.995632
sample1_user	KYAT3	kynurenine aminotransferase 3	Amino Acid Metabolism	-0.129469	0.418227
sample1_user	LAP3	leucine aminopeptidase 3	Amino Acid Metabolism	-0.00210183	0.987439
sample1_user	MAOA	monoamine oxidase A	Amino Acid Metabolism	0.219177	0.791404
sample1_user	MAOB	monoamine oxidase B	Amino Acid Metabolism	-0.316277	0.332776
sample1_user	MCCC1	methylcrotonoyl-CoA carboxylase 1	Amino Acid Metabolism	0.0249477	0.881319
sample1_user	MCCC2	methylcrotonoyl-CoA carboxylase 2	Amino Acid Metabolism	-0.270854	0.104933
sample1_user	MCEE	methylmalonyl-CoA epimerase	Amino Acid Metabolism	0.330738	0.0143739
sample1_user	MMUT	methylmalonyl-CoA mutase	Amino Acid Metabolism	-0.103026	0.36012
sample1_user	MPST	mercaptopyruvate sulfurtransferase	Amino Acid Metabolism	0.107175	0.403956
sample1_user	NADK2	NAD kinase 2, mitochondrial	Amino Acid Metabolism	-0.142517	0.240345
sample1_user	NIT1	nitrilase 1	Amino Acid Metabolism	0.292446	0.0786753
sample1_user	NIT2	nitrilase family member 2	Amino Acid Metabolism	0.378323	0.0444901
sample1_user	OAT	ornithine aminotransferase	Amino Acid Metabolism	-0.205362	0.109083
sample1_user	OXCT1	3-oxoacid CoA-transferase 1	Amino Acid Metabolism	0.0958676	0.639085
sample1_user	OXCT2	3-oxoacid CoA-transferase 2	Amino Acid Metabolism	-0.383967	0.350613
sample1_user	PCCA	propionyl-CoA carboxylase subunit alpha	Amino Acid Metabolism	-0.229009	0.12357
sample1_user	PDF	peptide deformylase, mitochondrial	Amino Acid Metabolism	0.152342	0.442051
sample1_user	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase	Amino Acid Metabolism	-0.00741328	0.973988
sample1_user	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K	Amino Acid Metabolism	0.301889	0.210785
sample1_user	PYCR1	pyrroline-5-carboxylate reductase 1	Amino Acid Metabolism	0.173377	0.55726
sample1_user	PYCR2	pyrroline-5-carboxylate reductase 2	Amino Acid Metabolism	0.579562	0.00235504
sample1_user	QDPR	quinoid dihydropteridine reductase	Amino Acid Metabolism	0.0567164	0.600725
sample1_user	SQOR	sulfide quinone oxidoreductase	Amino Acid Metabolism	0.0725052	0.627701
sample1_user	SUGCT	succinyl-CoA:glutarate-CoA transferase	Amino Acid Metabolism	-0.468413	0.0840944
sample1_user	SUOX	sulfite oxidase	Amino Acid Metabolism	-0.0956956	0.519513
sample1_user	TST	thiosulfate sulfurtransferase	Amino Acid Metabolism	0.02111	0.912537
sample1_user	AIFM1	apoptosis inducing factor mitochondria associated 1	Apoptosis	0.088516	0.446576
sample1_user	AIFM2	apoptosis inducing factor mitochondria associated 2	Apoptosis	-0.200105	0.110855
sample1_user	AIFM3	apoptosis inducing factor mitochondria associated 3	Apoptosis	0.111608	0.801528
sample1_user	ALKBH7	alkB homolog 7	Apoptosis	-0.0379794	0.709021
sample1_user	APAF1	apoptotic peptidase activating factor 1	Apoptosis	0.0804105	0.72039
sample1_user	ARMC10	armadillo repeat containing 10	Apoptosis	0.134317	0.343594
sample1_user	BAD	BCL2 associated agonist of cell death	Apoptosis	0.562625	0.0114976
sample1_user	BAK1	BCL2 antagonist/killer 1	Apoptosis	0.0429663	0.784614
sample1_user	BAX	BCL2 associated X, apoptosis regulator	Apoptosis	-0.0426574	0.833842
sample1_user	BCL2	BCL2 apoptosis regulator	Apoptosis	0.0997361	0.600327
sample1_user	BCL2L1	BCL2 like 1	Apoptosis	-0.444601	0.0162561
sample1_user	BCL2L11	BCL2 like 11	Apoptosis	0.367872	0.176384
sample1_user	BCL2L13	BCL2 like 13	Apoptosis	0.111886	0.251819
sample1_user	BID	BH3 interacting domain death agonist	Apoptosis	0.241463	0.221987
sample1_user	BNIP1	BCL2 interacting protein 1	Apoptosis	-0.0372669	0.857914
sample1_user	BNIP3	BCL2 interacting protein 3	Apoptosis	0.15831	0.107452
sample1_user	BNIP3L	BCL2 interacting protein 3 like	Apoptosis	0.0145468	0.912356
sample1_user	BOK	BCL2 family apoptosis regulator BOK	Apoptosis	0.418641	0.281788
sample1_user	CASP2	caspase 2	Apoptosis	-0.0762872	0.719427
sample1_user	CASP3	caspase 3	Apoptosis	-0.1002	0.645721
sample1_user	CASP7	caspase 7	Apoptosis	0.048379	0.87034
sample1_user	CASP8	caspase 8	Apoptosis	-0.127962	0.730122
sample1_user	CASP9	caspase 9	Apoptosis	0.251611	0.290926
sample1_user	CLIC4	chloride intracellular channel 4	Apoptosis	-0.0621636	0.606559
sample1_user	CTSB	cathepsin B	Apoptosis	-0.0620394	0.673015
sample1_user	DELE1	DAP3 binding cell death enhancer 1	Apoptosis	0.222463	0.178712
sample1_user	DIABLO	diablo IAP-binding mitochondrial protein	Apoptosis	0.0476825	0.634142
sample1_user	FAM162A	family with sequence similarity 162 member A	Apoptosis	-0.0307218	0.820946
sample1_user	GFER	growth factor, augmenter of liver regeneration	Apoptosis	-0.0811101	0.571775
sample1_user	GHITM	growth hormone inducible transmembrane protein	Apoptosis	0.0564134	0.619642
sample1_user	HTRA2	HtrA serine peptidase 2	Apoptosis	0.157702	0.242938
sample1_user	LETMD1	LETM1 domain containing 1	Apoptosis	0.160764	0.205582
sample1_user	MAPK1	mitogen-activated protein kinase 1	Apoptosis	0.266322	0.161861
sample1_user	MAPK3	mitogen-activated protein kinase 3	Apoptosis	-0.0176833	0.896614
sample1_user	MAPK8	mitogen-activated protein kinase 8 	Apoptosis	0.108434	0.524166
sample1_user	MCL1	MCL1 apoptosis regulator, BCL2 family member	Apoptosis	-0.376609	0.0261182
sample1_user	MTCH1	mitochondrial carrier 1	Apoptosis	0.0904888	0.261941
sample1_user	MTCH2	mitochondrial carrier 2	Apoptosis	0.238664	0.0236994
sample1_user	PACRG	parkin coregulated	Apoptosis	-1.16962	0.0168456
sample1_user	PARL	presenilin associated rhomboid like	Apoptosis	-0.099018	0.364721
sample1_user	PRELID1	PRELI domain containing 1	Apoptosis	0.000120487	0.999458
sample1_user	RPS6KB1	ribosomal protein S6 kinase B1	Apoptosis	-0.0403561	0.775867
sample1_user	TRAP1	TNF receptor associated protein 1	Apoptosis	-0.0206178	0.8449
sample1_user	TSPO	translocator protein	Apoptosis	-0.403303	0.230689
sample1_user	XIAP	X-linked inhibitor of apoptosis	Apoptosis	0.309318	0.0120058
sample1_user	AMACR	alpha-methylacyl-CoA racemase	Bile Acid Synthesis	0.371259	0.00835885
sample1_user	STAR	steroidogenic acute regulatory protein	Bile Acid Synthesis	0.582917	0.00106659
sample1_user	CCDC90B	coiled-coil domain containing 90B	Calcium Signaling & Transport	0.0405557	0.764599
sample1_user	EFHD1	EF-hand domain family member D1	Calcium Signaling & Transport	0.106161	0.665045
sample1_user	HINT2	histidine triad nucleotide binding protein 2	Calcium Signaling & Transport	0.150365	0.243884
sample1_user	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	Calcium Signaling & Transport	-0.456533	0.0407896
sample1_user	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	Calcium Signaling & Transport	0.16777	0.460228
sample1_user	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	Calcium Signaling & Transport	0.0894953	0.715288
sample1_user	LETM1	leucine zipper and EF-hand containing transmembrane protein 1	Calcium Signaling & Transport	0.0306496	0.791688
sample1_user	LETM2	leucine zipper and EF-hand containing transmembrane protein 2	Calcium Signaling & Transport	-0.234433	0.490168
sample1_user	MAIP1	matrix AAA peptidase interacting protein 1	Calcium Signaling & Transport	-0.233327	0.162286
sample1_user	MCU	mitochondrial calcium uniporter	Calcium Signaling & Transport	0.455208	0.000328505
sample1_user	MCUB	mitochondrial calcium uniporter dominant negative beta subunit	Calcium Signaling & Transport	-0.0361682	0.938181
sample1_user	MCUR1	mitochondrial calcium uniporter regulator 1	Calcium Signaling & Transport	0.258619	0.0536905
sample1_user	MICU1	mitochondrial calcium uptake 1	Calcium Signaling & Transport	0.163791	0.341922
sample1_user	MICU2	mitochondrial calcium uptake 2	Calcium Signaling & Transport	-0.111327	0.238796
sample1_user	MICU3	mitochondrial calcium uptake family member 3	Calcium Signaling & Transport	-0.343557	0.333113
sample1_user	PACS2	phosphofurin acidic cluster sorting protein 2	Calcium Signaling & Transport	0.197389	0.0636573
sample1_user	PML	promyelocytic leukemia	Calcium Signaling & Transport	0.150926	0.453441
sample1_user	SLC25A12	solute carrier family 25 member 12	Calcium Signaling & Transport	-0.147319	0.157632
sample1_user	SLC25A13	solute carrier family 25 member 13	Calcium Signaling & Transport	0.012919	0.931244
sample1_user	SLC8B1	solute carrier family 8 member B1	Calcium Signaling & Transport	0.0450133	0.842806
sample1_user	TCHP	trichoplein keratin filament binding	Calcium Signaling & Transport	0.210038	0.173083
sample1_user	TMEM65	transmembrane protein 65	Calcium Signaling & Transport	0.165316	0.329455
sample1_user	CDS1	CDP-diacylglycerol synthase 1	Cardiolipin Biosynthesis	-0.424999	0.153324
sample1_user	CRLS1	cardiolipin synthase 1	Cardiolipin Biosynthesis	0.148029	0.253482
sample1_user	LCLAT1	lysocardiolipin acyltransferase 1	Cardiolipin Biosynthesis	1.23332	4.356e-7
sample1_user	PGS1	phosphatidylglycerophosphate synthase 1	Cardiolipin Biosynthesis	-0.0117011	0.927254
sample1_user	PTPMT1	protein tyrosine phosphatase mitochondrial 1	Cardiolipin Biosynthesis	-0.00873244	0.951489
sample1_user	ACSL1	acyl-CoA synthetase long chain family member 1	Fatty Acid Biosynthesis & Elongation	0.421189	0.00400076
sample1_user	ACSL5	acyl-CoA synthetase long chain family member 5	Fatty Acid Biosynthesis & Elongation	-0.0377998	0.876994
sample1_user	ACSL6	acyl-CoA synthetase long chain family member 6	Fatty Acid Biosynthesis & Elongation	0.253589	0.368607
sample1_user	ACSM3	acyl-CoA synthetase medium chain family member 3	Fatty Acid Biosynthesis & Elongation	0.307609	0.574525
sample1_user	CBR4	carbonyl reductase 4	Fatty Acid Biosynthesis & Elongation	0.0651046	0.644148
sample1_user	ECH1	enoyl-CoA hydratase 1	Fatty Acid Biosynthesis & Elongation	-0.0285298	0.767292
sample1_user	ECHDC1	ethylmalonyl-CoA decarboxylase 1	Fatty Acid Biosynthesis & Elongation	0.0620055	0.577424
sample1_user	ECHDC2	enoyl-CoA hydratase domain containing 2	Fatty Acid Biosynthesis & Elongation	-0.106335	0.424536
sample1_user	ECHDC3	enoyl-CoA hydratase domain containing 3	Fatty Acid Biosynthesis & Elongation	0.244062	0.0629844
sample1_user	ECHS1	enoyl-CoA hydratase, short chain 1	Fatty Acid Biosynthesis & Elongation	-0.0113704	0.926376
sample1_user	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8	Fatty Acid Biosynthesis & Elongation	-0.0282251	0.745082
sample1_user	MCAT	malonyl-CoA-acyl carrier protein transacylase	Fatty Acid Biosynthesis & Elongation	0.133459	0.226468
sample1_user	MECR	mitochondrial trans-2-enoyl-CoA reductase	Fatty Acid Biosynthesis & Elongation	-0.0110264	0.926571
sample1_user	OXSM	3-oxoacyl-ACP synthase, mitochondrial	Fatty Acid Biosynthesis & Elongation	0.0261514	0.853094
sample1_user	THEM4	thioesterase superfamily member 4	Fatty Acid Biosynthesis & Elongation	-0.45853	0.0867023
sample1_user	ACAA2	acetyl-CoA acyltransferase 2	Fatty Acid Degradation & Beta-oxidation	0.391807	0.0167456
sample1_user	ACACB	acetyl-CoA carboxylase beta	Fatty Acid Degradation & Beta-oxidation	0.176761	0.326536
sample1_user	ACAD10	acyl-CoA dehydrogenase family member 10	Fatty Acid Degradation & Beta-oxidation	0.12614	0.358061
sample1_user	ACAD11	acyl-CoA dehydrogenase family member 11	Fatty Acid Degradation & Beta-oxidation	0.369316	0.0844545
sample1_user	ACAD8	acyl-CoA dehydrogenase family member 8	Fatty Acid Degradation & Beta-oxidation	0.0480292	0.700207
